beerName,upc,quantityOnHand,price,categories
Dark Oak #05403,010000005403,16,5.29,Bock;IPA;NEIPA
Roasty River #05404,010000005404,221,11.12,Session IPA
Crisp Cloud #05405,010000005405,348,3.94,Barleywine;Sour
Golden Oak #05406,010000005406,472,3.43,Kölsch;Stout
Dark Monk #05407,010000005407,251,10.94,Dubbel;Kölsch
Juicy Rocket #05408,010000005408,491,3.58,Pale Ale;Session IPA
Bright Cloud #05409,010000005409,228,1.67,IPA;NEIPA
Roasty Forge #05410,010000005410,33,2.40,Dubbel;IPA;Stout
Bright Rocket #05411,010000005411,20,11.64,Gose
Juicy Monk #05412,010000005412,389,12.50,Gose;NEIPA
Wild Cloud #05413,010000005413,496,5.50,Pale Ale
Wild Cloud #05414,010000005414,430,8.68,Hefeweizen;Tripel;Wheat
Wild Comet #05415,010000005415,444,7.45,Barleywine;Porter
Roasty Harbor #05416,010000005416,263,2.67,Wheat
Crisp Wolf #05417,010000005417,283,11.85,Amber;Bock
Golden Fox #05418,010000005418,219,11.57,Barleywine;NEIPA
Wild Rocket #05419,010000005419,136,2.34,Kölsch;Wheat
Hoppy Monk #05420,010000005420,95,2.17,Dubbel;Hefeweizen;IPA
Smooth Harbor #05421,010000005421,216,2.59,Dubbel
Dark Monk #05422,010000005422,426,2.26,Barleywine;Bock
Bright Monk #05423,010000005423,112,1.92,Dubbel;Pale Ale
Bright River #05424,010000005424,135,1.55,Gose;IPA
Dry Forge #05425,010000005425,60,8.72,Lager;Sour
Roasty Monk #05426,010000005426,473,4.83,Stout
Dark Forge #05427,010000005427,182,5.89,Saison
Smooth Comet #05428,010000005428,11,7.47,Pilsner;Wheat
Juicy Harbor #05429,010000005429,358,2.28,Lager;NEIPA;Porter
Wild Cloud #05430,010000005430,447,4.03,Kölsch
Golden Comet #05431,010000005431,465,8.58,Brown Ale;NEIPA
Roasty Monk #05432,010000005432,468,12.06,Gose;Session IPA
Dry Wolf #05433,010000005433,453,5.67,Amber;Tripel
Smooth Monk #05434,010000005434,269,3.63,Pilsner;Saison
Dark Wolf #05435,010000005435,74,5.33,Amber;Hefeweizen
Dark Forge #05436,010000005436,181,3.50,Dubbel;Sour
Smooth Wolf #05437,010000005437,351,10.06,Tripel
Smooth Forge #05438,010000005438,21,6.48,NEIPA
Crisp Forge #05439,010000005439,216,8.21,Amber;NEIPA
Roasty Oak #05440,010000005440,52,8.42,Brown Ale
Juicy Cloud #05441,010000005441,144,3.84,IPA;NEIPA
Dry Harbor #05442,010000005442,335,6.71,Brown Ale;Hefeweizen
Hoppy Monk #05443,010000005443,469,8.29,Gose
Bright Forge #05444,010000005444,476,8.88,Dubbel;Wheat
Smooth River #05445,010000005445,260,11.95,Lager
Juicy Harbor #05446,010000005446,339,4.61,Brown Ale;Gose;Tripel
Roasty Wolf #05447,010000005447,321,11.66,Amber;Dubbel;Sour
Smooth Rocket #05448,010000005448,450,3.89,NEIPA;Wheat
Roasty Harbor #05449,010000005449,435,7.39,Barleywine;Session IPA
Dry Comet #05450,010000005450,8,11.59,Brown Ale
Smooth River #05451,010000005451,307,7.31,Hefeweizen;Kölsch
Roasty Rocket #05452,010000005452,472,3.65,Hefeweizen;Porter;Wheat
Dry River #05453,010000005453,403,10.12,Porter;Stout;Tripel
Smooth Forge #05454,010000005454,113,8.52,Sour
Roasty Oak #05455,010000005455,228,6.88,Bock
Wild Fox #05456,010000005456,400,4.66,Porter;Session IPA
Roasty Oak #05457,010000005457,184,5.53,Brown Ale
Smooth Fox #05458,010000005458,355,5.62,Session IPA;Stout
Hoppy Comet #05459,010000005459,173,7.28,Saison;Tripel
Golden Rocket #05460,010000005460,180,8.77,Dubbel;Hefeweizen
Dark Fox #05461,010000005461,217,12.92,Dubbel;Wheat
Roasty Oak #05462,010000005462,212,11.91,Saison
Dry River #05463,010000005463,388,1.64,Kölsch;Pilsner
Hoppy Cloud #05464,010000005464,213,2.53,Pilsner;Wheat
Roasty Fox #05465,010000005465,189,8.24,Saison;Sour;Tripel
Crisp Forge #05466,010000005466,233,6.23,Bock;Saison
Bright Comet #05467,010000005467,398,6.45,Hefeweizen
Hoppy Cloud #05468,010000005468,294,12.09,IPA;Pilsner
Hoppy River #05469,010000005469,190,12.79,Barleywine;Pilsner
Crisp Fox #05470,010000005470,189,5.68,Lager;Sour
Bright Rocket #05471,010000005471,24,2.16,Pale Ale;Wheat
Dry Oak #05472,010000005472,124,11.72,Sour
Hoppy Monk #05473,010000005473,278,12.96,NEIPA;Pilsner;Sour
Juicy Cloud #05474,010000005474,314,5.81,Brown Ale;Gose
Juicy Fox #05475,010000005475,385,9.93,Bock;Hefeweizen;Pale Ale
Wild Harbor #05476,010000005476,378,1.65,Brown Ale;NEIPA
Crisp Harbor #05477,010000005477,150,5.30,Brown Ale;Hefeweizen;Session IPA
Wild Harbor #05478,010000005478,372,9.94,Amber;IPA
Wild Wolf #05479,010000005479,331,12.93,Session IPA;Sour
Dry Oak #05480,010000005480,208,6.39,Barleywine;NEIPA;Tripel
Crisp Cloud #05481,010000005481,242,10.57,Amber;Kölsch
Dark Rocket #05482,010000005482,198,12.27,Amber;Brown Ale;Pilsner
Bright Forge #05483,010000005483,111,8.34,Pilsner;Tripel
Smooth Oak #05484,010000005484,206,7.85,Amber;Wheat
Hoppy Harbor #05485,010000005485,320,9.24,Saison
Dry Oak #05486,010000005486,137,9.44,Hefeweizen;NEIPA;Pilsner
Crisp Cloud #05487,010000005487,93,4.33,Pale Ale;Porter
Wild Oak #05488,010000005488,286,11.53,Lager;Sour
Golden Wolf #05489,010000005489,106,6.20,Amber;Lager;Saison
Bright Fox #05490,010000005490,104,12.03,Brown Ale;NEIPA;Session IPA
Smooth Wolf #05491,010000005491,256,6.49,Amber
Smooth River #05492,010000005492,299,9.37,Bock;Gose
Smooth Wolf #05493,010000005493,257,9.38,Lager
Smooth River #05494,010000005494,34,4.18,Amber;Hefeweizen;Session IPA
Wild Forge #05495,010000005495,135,5.88,Gose;Pale Ale;Sour
Hoppy River #05496,010000005496,210,3.68,Dubbel;Hefeweizen
Golden Rocket #05497,010000005497,409,6.67,Barleywine;Lager
Wild Harbor #05498,010000005498,44,11.93,Amber;Barleywine;Gose
Crisp River #05499,010000005499,70,2.52,Pilsner;Tripel
Dry Fox #05500,010000005500,292,12.29,IPA;Tripel
Bright River #05501,010000005501,321,3.56,Pale Ale;Tripel
Juicy River #05502,010000005502,25,12.61,Amber
Golden Harbor #05503,010000005503,426,5.29,Barleywine;Hefeweizen;Wheat
Dark Wolf #05504,010000005504,343,2.46,Porter;Wheat
Golden Cloud #05505,010000005505,49,1.52,Lager;NEIPA;Pilsner
Roasty Comet #05506,010000005506,19,8.93,Pilsner;Porter
Juicy Rocket #05507,010000005507,178,10.89,Hefeweizen;Kölsch
Smooth Forge #05508,010000005508,306,1.91,Porter;Session IPA
Hoppy Harbor #05509,010000005509,179,10.28,Stout
Wild Monk #05510,010000005510,162,11.80,Brown Ale;Lager
Hoppy Wolf #05511,010000005511,245,8.99,Pale Ale
Hoppy Oak #05512,010000005512,39,1.71,Porter;Stout
Bright Cloud #05513,010000005513,300,10.82,Tripel;Wheat
Roasty Fox #05514,010000005514,144,10.64,Lager;Porter
Wild Monk #05515,010000005515,42,4.07,Brown Ale;Pale Ale;Pilsner
Dark Oak #05516,010000005516,217,9.91,Bock;Lager
Dark Monk #05517,010000005517,103,9.71,Hefeweizen
Smooth River #05518,010000005518,261,1.94,Amber;Gose;Porter
Smooth River #05519,010000005519,173,4.55,Gose;Lager;Porter
Golden Oak #05520,010000005520,322,11.17,Porter
Roasty River #05521,010000005521,57,1.64,Dubbel
Bright Cloud #05522,010000005522,249,2.34,IPA;Kölsch;Tripel
Roasty Fox #05523,010000005523,395,2.94,NEIPA;Pilsner
Crisp Oak #05524,010000005524,232,5.63,Dubbel;Pale Ale
Golden Forge #05525,010000005525,411,6.19,Dubbel;IPA
Wild Cloud #05526,010000005526,144,8.03,Hefeweizen
Smooth Wolf #05527,010000005527,418,2.63,Brown Ale;Kölsch;Wheat
Dark Fox #05528,010000005528,361,12.30,Lager;Porter
Wild Harbor #05529,010000005529,202,6.91,Kölsch;NEIPA;Tripel
Crisp Forge #05530,010000005530,12,4.41,Brown Ale
Crisp Fox #05531,010000005531,165,7.73,Tripel
Crisp Comet #05532,010000005532,310,6.02,Bock;Brown Ale
Smooth Monk #05533,010000005533,114,10.02,IPA;Pale Ale
Smooth Wolf #05534,010000005534,362,9.03,Gose;Wheat
Hoppy Comet #05535,010000005535,295,12.55,Bock;Stout
Wild Monk #05536,010000005536,230,10.68,Porter
Crisp Wolf #05537,010000005537,5,7.01,Lager;Sour;Stout
Smooth Forge #05538,010000005538,86,12.79,Kölsch;Wheat
Roasty Fox #05539,010000005539,229,12.53,Bock;NEIPA
Crisp Wolf #05540,010000005540,193,10.59,Dubbel;Lager
Dry Fox #05541,010000005541,252,6.33,IPA;Pilsner
Hoppy River #05542,010000005542,369,8.92,Bock
Dry Cloud #05543,010000005543,96,6.55,Session IPA
Dry Monk #05544,010000005544,455,9.18,IPA;Session IPA
Juicy Forge #05545,010000005545,365,6.76,Bock;Lager
Smooth Rocket #05546,010000005546,475,8.75,Kölsch;Tripel
Golden River #05547,010000005547,239,1.92,Bock;Dubbel;IPA
Dry Rocket #05548,010000005548,200,5.17,Session IPA
Juicy River #05549,010000005549,217,4.50,Gose;Stout
Dry Harbor #05550,010000005550,210,2.02,Bock;Pilsner
Crisp Cloud #05551,010000005551,223,11.98,Stout
Hoppy Forge #05552,010000005552,453,6.00,IPA;Kölsch;Pilsner
Dry Rocket #05553,010000005553,432,1.56,Gose
Hoppy Comet #05554,010000005554,446,5.51,Bock;Session IPA
Dark Cloud #05555,010000005555,12,8.54,Gose;Kölsch;Session IPA
Hoppy Fox #05556,010000005556,142,10.99,Bock;NEIPA
Dark Fox #05557,010000005557,53,8.36,Barleywine;Bock;Brown Ale
Bright Comet #05558,010000005558,493,11.54,Dubbel;Tripel;Wheat
Bright Forge #05559,010000005559,351,3.78,Lager;Porter
Smooth Fox #05560,010000005560,497,5.68,Bock;Pale Ale
Dry Wolf #05561,010000005561,408,7.27,Dubbel;Lager
Hoppy Wolf #05562,010000005562,182,3.65,Amber;Gose;NEIPA
Bright Wolf #05563,010000005563,96,8.92,Saison
Dark Fox #05564,010000005564,250,11.66,Gose;NEIPA
Wild Wolf #05565,010000005565,230,6.37,Barleywine;Tripel
Juicy Rocket #05566,010000005566,110,12.48,Bock;Dubbel
Dry Forge #05567,010000005567,302,11.10,Sour
Smooth Harbor #05568,010000005568,395,2.22,Barleywine
Golden Comet #05569,010000005569,356,9.27,Hefeweizen;Kölsch
Crisp Harbor #05570,010000005570,195,11.54,Kölsch
Crisp Forge #05571,010000005571,215,5.36,Dubbel;Pale Ale
Hoppy Monk #05572,010000005572,321,3.05,Saison;Session IPA
Juicy Monk #05573,010000005573,20,8.06,Barleywine;NEIPA;Porter
Roasty River #05574,010000005574,118,6.31,Sour;Tripel
Bright Harbor #05575,010000005575,27,4.27,Saison;Session IPA
Wild Wolf #05576,010000005576,258,4.02,Sour
Juicy Harbor #05577,010000005577,206,5.52,Dubbel;Stout
Roasty Monk #05578,010000005578,292,4.87,Kölsch;Porter
Golden Fox #05579,010000005579,225,10.91,IPA;Pale Ale;Tripel
Dry Rocket #05580,010000005580,351,10.48,Lager;Tripel
Smooth Wolf #05581,010000005581,354,11.62,Gose;Kölsch;Pilsner
Wild Monk #05582,010000005582,37,4.06,Brown Ale;Wheat
Smooth Monk #05583,010000005583,179,6.56,Pilsner
Smooth Wolf #05584,010000005584,180,2.13,Gose;Sour
Hoppy Forge #05585,010000005585,139,12.04,Wheat
Bright Forge #05586,010000005586,359,9.13,Dubbel;Hefeweizen;Sour
Dry Rocket #05587,010000005587,100,5.57,Hefeweizen
Juicy Oak #05588,010000005588,455,10.92,NEIPA
Juicy River #05589,010000005589,166,1.82,Amber;Kölsch;Pale Ale
Dry Rocket #05590,010000005590,136,3.66,Pilsner
Hoppy Rocket #05591,010000005591,74,11.45,Amber;Dubbel;Wheat
Wild Forge #05592,010000005592,76,3.83,Stout
Juicy Fox #05593,010000005593,258,12.66,Barleywine;Stout;Wheat
Dark Forge #05594,010000005594,125,9.06,NEIPA;Tripel;Wheat
Wild Cloud #05595,010000005595,454,3.07,Pilsner
Smooth Wolf #05596,010000005596,19,5.35,Dubbel;Gose
Bright Comet #05597,010000005597,329,3.38,Bock;Brown Ale;Sour
Dark Rocket #05598,010000005598,426,8.33,Brown Ale;Hefeweizen
Dark Comet #05599,010000005599,466,5.13,Pale Ale
Smooth Rocket #05600,010000005600,406,9.46,Pale Ale;Porter
Dry Rocket #05601,010000005601,2,11.52,Gose
Golden Rocket #05602,010000005602,117,7.14,Bock;Lager;Tripel
Wild Wolf #05603,010000005603,350,2.50,Hefeweizen
Hoppy Monk #05604,010000005604,474,12.25,Lager
Roasty Forge #05605,010000005605,396,8.81,Bock
Golden River #05606,010000005606,68,3.01,Pilsner;Sour
Hoppy Harbor #05607,010000005607,84,7.45,Session IPA
Smooth Oak #05608,010000005608,34,9.33,Barleywine
Smooth Oak #05609,010000005609,129,3.24,Amber;Stout
Golden Monk #05610,010000005610,345,5.52,Bock;Dubbel;IPA
Dark Cloud #05611,010000005611,174,2.86,Hefeweizen;Tripel
Juicy Fox #05612,010000005612,224,3.51,Saison;Session IPA
Dark Forge #05613,010000005613,30,8.23,Brown Ale;Kölsch
Dark Harbor #05614,010000005614,43,3.86,Brown Ale
Dark Forge #05615,010000005615,298,7.02,Brown Ale
Crisp Rocket #05616,010000005616,3,3.21,Dubbel;NEIPA
Bright Forge #05617,010000005617,297,5.37,Brown Ale
Dark Oak #05618,010000005618,164,4.64,Stout
Dark Comet #05619,010000005619,55,10.71,Lager;Porter
Hoppy Forge #05620,010000005620,461,11.85,Brown Ale;Hefeweizen
Dry Cloud #05621,010000005621,262,12.15,Bock;Brown Ale;Dubbel
Juicy Fox #05622,010000005622,353,12.59,Gose;Sour
Dry Fox #05623,010000005623,126,9.38,Hefeweizen;Stout;Tripel
Wild Rocket #05624,010000005624,355,4.02,Porter;Wheat
Crisp Cloud #05625,010000005625,335,2.01,Stout
Golden Comet #05626,010000005626,264,7.93,Stout;Wheat
Smooth Oak #05627,010000005627,424,12.41,Brown Ale;Pale Ale
Dark Cloud #05628,010000005628,128,1.74,Amber;Porter
Bright Harbor #05629,010000005629,482,9.53,Pale Ale;Pilsner;Sour
Hoppy Harbor #05630,010000005630,160,6.54,Pale Ale;Sour
Juicy Oak #05631,010000005631,225,2.29,Bock;IPA;Session IPA
Wild Harbor #05632,010000005632,316,5.54,Bock;Hefeweizen;Session IPA
Wild Comet #05633,010000005633,497,12.53,Pilsner;Porter;Session IPA
Hoppy Wolf #05634,010000005634,332,8.41,Brown Ale;Lager
Hoppy Monk #05635,010000005635,426,5.96,Dubbel
Crisp Comet #05636,010000005636,352,11.58,Brown Ale;Gose
Dark River #05637,010000005637,141,5.23,Brown Ale;Dubbel;Pilsner
Bright Cloud #05638,010000005638,303,5.73,Hefeweizen;Session IPA
Golden Forge #05639,010000005639,282,8.02,Pale Ale;Saison
Crisp Cloud #05640,010000005640,86,11.96,Bock;Wheat
Dark Wolf #05641,010000005641,281,10.22,Session IPA
Hoppy Rocket #05642,010000005642,92,6.24,Gose;Pale Ale
Crisp Cloud #05643,010000005643,314,9.01,Barleywine;Pilsner
Bright Forge #05644,010000005644,303,5.32,Wheat
Smooth Monk #05645,010000005645,159,11.06,Dubbel
Hoppy Wolf #05646,010000005646,437,1.55,Dubbel;IPA;Session IPA
Juicy Cloud #05647,010000005647,470,7.58,Bock;Kölsch
Golden River #05648,010000005648,233,9.22,Hefeweizen;Pilsner;Porter
Golden Cloud #05649,010000005649,478,1.72,Dubbel;Kölsch
Crisp Forge #05650,010000005650,399,6.75,Amber;Dubbel
Dark Harbor #05651,010000005651,460,9.08,Stout;Tripel
Golden Monk #05652,010000005652,362,2.19,Barleywine;Pilsner
Smooth Rocket #05653,010000005653,49,9.95,Dubbel;Stout
Crisp Comet #05654,010000005654,305,9.90,Brown Ale;Stout;Tripel
Golden Oak #05655,010000005655,117,9.72,Barleywine;IPA
Smooth Comet #05656,010000005656,128,2.81,Pale Ale;Porter;Session IPA
Dark Monk #05657,010000005657,133,4.24,Gose;NEIPA;Session IPA
Hoppy Monk #05658,010000005658,452,5.02,Saison;Stout
Dark Cloud #05659,010000005659,41,10.52,NEIPA
Dry Forge #05660,010000005660,384,6.20,Brown Ale;Gose
Smooth Harbor #05661,010000005661,488,3.94,Sour
Roasty River #05662,010000005662,485,10.15,Session IPA;Wheat
Crisp Fox #05663,010000005663,156,5.70,IPA;Stout
Juicy Cloud #05664,010000005664,206,4.80,Hefeweizen;Lager
Smooth Forge #05665,010000005665,454,6.80,IPA
Golden Cloud #05666,010000005666,48,11.92,Pale Ale
Bright Rocket #05667,010000005667,280,9.11,Lager
Hoppy Harbor #05668,010000005668,34,11.74,Brown Ale;Pilsner
Wild Comet #05669,010000005669,278,3.27,Lager;NEIPA;Porter
Wild Oak #05670,010000005670,32,10.18,Gose;Saison;Wheat
Dark Fox #05671,010000005671,144,11.28,Wheat
Dark Comet #05672,010000005672,143,5.33,Amber;Session IPA
Golden Monk #05673,010000005673,157,7.74,Lager;Stout
Bright River #05674,010000005674,33,2.41,Brown Ale
Bright Comet #05675,010000005675,33,1.73,Stout;Wheat
Crisp Monk #05676,010000005676,172,8.99,Gose;Kölsch
Wild Harbor #05677,010000005677,24,11.16,Pale Ale;Porter
Dry River #05678,010000005678,216,10.99,Pilsner;Session IPA
Bright Fox #05679,010000005679,363,12.19,Gose;Saison;Session IPA
Bright Wolf #05680,010000005680,376,10.45,Pilsner;Wheat
Juicy Wolf #05681,010000005681,237,3.05,Saison;Wheat
Crisp Cloud #05682,010000005682,497,6.06,Amber;Lager;Sour
Juicy Wolf #05683,010000005683,115,2.28,Dubbel;Stout
Dry Rocket #05684,010000005684,163,8.48,Gose;NEIPA;Pilsner
Golden Rocket #05685,010000005685,58,12.51,Session IPA
Dry Oak #05686,010000005686,398,7.87,Pale Ale
Crisp River #05687,010000005687,448,11.41,NEIPA;Tripel
Dry Monk #05688,010000005688,464,3.66,Bock;Pale Ale
Dark Comet #05689,010000005689,185,7.20,Barleywine;Wheat
Golden Forge #05690,010000005690,93,10.66,Kölsch
Smooth Rocket #05691,010000005691,15,9.89,NEIPA;Tripel
Bright Wolf #05692,010000005692,4,4.36,Gose
Crisp River #05693,010000005693,100,10.88,Lager;Sour
Smooth River #05694,010000005694,349,8.62,Pale Ale;Tripel
Wild Rocket #05695,010000005695,479,2.22,Hefeweizen;Kölsch;NEIPA
Roasty Wolf #05696,010000005696,357,11.79,Porter;Stout
Hoppy Comet #05697,010000005697,233,4.35,Amber
Hoppy Forge #05698,010000005698,158,11.61,Stout
Dark Rocket #05699,010000005699,206,3.65,Dubbel;Saison;Session IPA
Hoppy Rocket #05700,010000005700,48,1.96,Hefeweizen;Saison
Bright Wolf #05701,010000005701,41,12.17,Amber;Barleywine;Porter
Bright Harbor #05702,010000005702,394,7.47,Lager;Session IPA
Wild Forge #05703,010000005703,280,9.97,IPA;Pilsner;Stout
Crisp Cloud #05704,010000005704,237,11.03,Pale Ale
Golden Harbor #05705,010000005705,167,10.97,Brown Ale
Wild Monk #05706,010000005706,402,2.08,Brown Ale;Pale Ale;Porter
Bright Oak #05707,010000005707,395,12.34,Amber;Lager;Wheat
Hoppy Rocket #05708,010000005708,408,6.15,Gose
Roasty Forge #05709,010000005709,304,11.73,Amber;Bock
Dry Harbor #05710,010000005710,145,11.05,Brown Ale
Juicy Fox #05711,010000005711,53,5.41,Pilsner
Juicy Oak #05712,010000005712,393,7.39,Pale Ale;Porter
Crisp Rocket #05713,010000005713,472,8.80,Dubbel;NEIPA;Stout
Crisp Harbor #05714,010000005714,237,9.01,Session IPA
Hoppy Comet #05715,010000005715,125,7.04,Amber;Gose
Golden Harbor #05716,010000005716,181,9.29,Brown Ale;IPA;Tripel
Golden Oak #05717,010000005717,70,7.94,Porter
Golden Fox #05718,010000005718,37,8.38,Pilsner;Stout
Crisp Forge #05719,010000005719,428,2.04,Bock;IPA
Hoppy Wolf #05720,010000005720,52,6.56,Kölsch;Lager;Wheat
Hoppy River #05721,010000005721,446,4.12,Brown Ale;Pilsner
Wild Harbor #05722,010000005722,331,10.17,Dubbel;Pale Ale;Wheat
Juicy Rocket #05723,010000005723,342,4.27,Hefeweizen;Stout
Crisp Oak #05724,010000005724,55,7.89,Amber;Porter
Bright Fox #05725,010000005725,273,7.12,Tripel;Wheat
Roasty River #05726,010000005726,274,4.64,Dubbel;NEIPA;Porter
Hoppy Cloud #05727,010000005727,54,7.01,Lager;Sour
Golden Harbor #05728,010000005728,99,8.60,Kölsch;Pale Ale
Smooth Cloud #05729,010000005729,28,5.71,NEIPA;Sour
Juicy Comet #05730,010000005730,172,2.06,Lager;Session IPA;Tripel
Juicy Fox #05731,010000005731,299,10.72,Amber;Dubbel
Wild Harbor #05732,010000005732,183,5.19,Barleywine;Session IPA
Roasty Wolf #05733,010000005733,129,7.33,Bock;Kölsch
Wild Forge #05734,010000005734,125,2.18,Brown Ale;Hefeweizen
Hoppy Comet #05735,010000005735,222,1.66,Kölsch;NEIPA;Saison
Dark Oak #05736,010000005736,152,12.67,Dubbel;Gose;Porter
Smooth Monk #05737,010000005737,254,10.96,Dubbel;Saison
Wild Oak #05738,010000005738,10,3.55,IPA;Stout
Wild Comet #05739,010000005739,239,4.70,Amber;Dubbel
Golden Forge #05740,010000005740,222,2.38,Hefeweizen
Hoppy Forge #05741,010000005741,426,6.04,Amber;Gose
Hoppy Wolf #05742,010000005742,288,4.42,Dubbel;Porter;Stout
Roasty Rocket #05743,010000005743,103,4.03,Lager;Porter;Wheat
Smooth Comet #05744,010000005744,332,6.22,NEIPA;Pale Ale
Juicy Rocket #05745,010000005745,485,6.96,Gose;Saison
Dry River #05746,010000005746,79,6.46,Amber;Pilsner;Session IPA
Dry Oak #05747,010000005747,371,6.86,Brown Ale;Dubbel
Dry River #05748,010000005748,431,10.83,Sour
Roasty Monk #05749,010000005749,371,3.72,Brown Ale;Gose;Porter
Crisp Cloud #05750,010000005750,117,4.20,Amber;IPA
Dark Monk #05751,010000005751,307,5.76,Bock;Porter;Session IPA
Crisp Wolf #05752,010000005752,209,7.03,Amber
Hoppy Rocket #05753,010000005753,372,9.46,Dubbel;Stout
Crisp Harbor #05754,010000005754,282,9.22,NEIPA;Pilsner
Crisp Comet #05755,010000005755,179,1.62,Porter;Saison
Dry Harbor #05756,010000005756,19,11.25,Kölsch;Tripel
Smooth Harbor #05757,010000005757,406,12.26,Gose;Hefeweizen
Roasty Wolf #05758,010000005758,406,7.07,Barleywine;Wheat
Smooth Rocket #05759,010000005759,111,6.18,Gose;Porter;Wheat
Juicy Monk #05760,010000005760,311,10.05,Dubbel;Pilsner
Crisp Comet #05761,010000005761,6,4.31,Gose;IPA;Session IPA
Dark Fox #05762,010000005762,131,5.45,Bock;NEIPA
Dry Oak #05763,010000005763,497,8.52,Pilsner;Session IPA
Smooth River #05764,010000005764,243,6.58,IPA
Smooth Harbor #05765,010000005765,2,12.96,Pilsner;Saison
Roasty Monk #05766,010000005766,15,8.89,Session IPA
Dry Monk #05767,010000005767,430,6.26,Gose;Pale Ale;Stout
Dark Forge #05768,010000005768,243,5.43,Brown Ale;Pilsner
Juicy River #05769,010000005769,26,4.76,Dubbel;IPA;NEIPA
Dark Oak #05770,010000005770,278,1.86,Barleywine
Hoppy Wolf #05771,010000005771,77,5.02,Saison
Roasty Fox #05772,010000005772,446,4.69,NEIPA
Dry Rocket #05773,010000005773,177,5.17,Barleywine;Tripel
Dry Oak #05774,010000005774,395,2.26,Pale Ale;Wheat
Crisp River #05775,010000005775,415,12.05,Dubbel;Gose;Stout
Smooth Wolf #05776,010000005776,404,2.09,Sour;Wheat
Hoppy Cloud #05777,010000005777,269,12.51,Hefeweizen
Hoppy Forge #05778,010000005778,144,2.86,IPA;Sour;Tripel
Wild Fox #05779,010000005779,484,6.01,Lager
Roasty Cloud #05780,010000005780,320,12.67,Dubbel;NEIPA;Session IPA
Roasty River #05781,010000005781,174,12.57,IPA;Kölsch
Smooth Forge #05782,010000005782,385,3.47,Lager;Tripel
Wild Forge #05783,010000005783,424,10.45,Bock;Pale Ale
Bright Forge #05784,010000005784,149,9.54,Gose;Sour
Juicy Oak #05785,010000005785,489,8.43,Saison
Crisp Rocket #05786,010000005786,392,4.24,Brown Ale
Golden Cloud #05787,010000005787,138,8.12,Amber
Bright Harbor #05788,010000005788,54,11.46,Amber;Brown Ale;Wheat
Dry Monk #05789,010000005789,439,7.35,Hefeweizen
Bright Wolf #05790,010000005790,131,2.17,Barleywine;Hefeweizen;Saison
Dry Cloud #05791,010000005791,376,8.86,Amber;Gose
Dry Fox #05792,010000005792,490,3.25,Bock
Bright Wolf #05793,010000005793,328,4.58,Brown Ale;NEIPA;Pilsner
Roasty Forge #05794,010000005794,120,10.70,Gose;Wheat
Roasty Comet #05795,010000005795,37,4.76,Kölsch;Wheat
Crisp Oak #05796,010000005796,379,6.93,Barleywine;NEIPA
Dark Rocket #05797,010000005797,126,10.47,Amber
Roasty Comet #05798,010000005798,149,2.29,Bock;Kölsch;Wheat
Smooth Fox #05799,010000005799,410,11.91,Bock;Dubbel;Sour
Bright Forge #05800,010000005800,71,2.51,Session IPA;Sour
Golden River #05801,010000005801,397,11.65,Porter
Smooth Oak #05802,010000005802,456,11.39,Pilsner;Porter
Golden Comet #05803,010000005803,13,12.80,Gose;NEIPA
Dry River #05804,010000005804,403,3.84,Pale Ale;Porter
Wild Harbor #05805,010000005805,174,9.44,Barleywine;IPA;Saison
Hoppy River #05806,010000005806,469,11.54,Hefeweizen;Lager
Golden Comet #05807,010000005807,103,6.99,Pale Ale
Bright River #05808,010000005808,334,5.36,Kölsch;NEIPA
Smooth Oak #05809,010000005809,374,12.46,Barleywine;Gose
Roasty Comet #05810,010000005810,377,11.69,Hefeweizen
Hoppy Comet #05811,010000005811,255,7.06,Amber;Pale Ale;Stout
Golden Wolf #05812,010000005812,16,2.53,Kölsch;Pilsner
Roasty Rocket #05813,010000005813,456,7.30,Bock;Saison
Roasty Fox #05814,010000005814,338,9.30,Gose;NEIPA
Bright Harbor #05815,010000005815,447,3.11,Barleywine;Session IPA
Wild Comet #05816,010000005816,378,8.14,Dubbel;NEIPA
Bright Oak #05817,010000005817,62,12.21,Brown Ale;Saison
Roasty Rocket #05818,010000005818,34,7.10,NEIPA;Session IPA
Smooth Monk #05819,010000005819,321,2.79,NEIPA;Stout
Juicy Wolf #05820,010000005820,88,10.05,Amber;Kölsch
Dark Fox #05821,010000005821,324,4.78,Pale Ale;Wheat
Dry Forge #05822,010000005822,427,12.22,Stout;Tripel
Dry Comet #05823,010000005823,7,10.93,Wheat
Dark Comet #05824,010000005824,148,7.08,Dubbel;Hefeweizen
Roasty Wolf #05825,010000005825,36,8.93,Gose;Stout
Bright Oak #05826,010000005826,3,7.56,Hefeweizen;Saison
Dry Monk #05827,010000005827,295,3.22,Bock
Wild River #05828,010000005828,225,9.69,Bock;Dubbel;Gose
Roasty Oak #05829,010000005829,197,9.69,Bock;Session IPA
Hoppy Cloud #05830,010000005830,180,4.06,NEIPA
Smooth Harbor #05831,010000005831,300,10.41,Barleywine;Tripel
Dark Fox #05832,010000005832,251,8.93,Brown Ale
Dry Forge #05833,010000005833,275,12.12,NEIPA;Porter;Saison
Juicy Wolf #05834,010000005834,73,11.07,Amber;Brown Ale
Dark Harbor #05835,010000005835,2,10.31,Saison
